,Date / Time,City,State,Shape,Duration,Summary,Posted
,12/19/18 07:35,Graniteville,VT,Rectangle,20 seconds,We were riding in our car and I saw a what looked like two stars. But tonight it was cloudy and there were no stars visible. The lights,1/4/19
,12/19/18 06:00,Windsor,CT,Light,30 minutes,Extremely bright white light in early a.m. sky,1/4/19
,12/19/18 05:38,Salinas,CA,Other,5 minutes,Corkscrew sort of smoke heading downward but at a slow speed and pausing. ((NUFORC Note: Rocket launch?? PD)),1/4/19
,12/19/18 05:30,Pendleton,OR,Light,30 minutes,I was traveling east on I-84 from Hermiston to Pendleton after work. I noticed a bright light that appeared at first to be a very brigh,1/4/19
,12/19/18 04:00,Fresno,CA,Light,40 minutes,Saw a very bright light that seemed like it was a star at first but was much bigger than a star. ((NUFORC Note: Venus?? PD)),1/11/19
,12/18/18 22:32,Holden Beach,NC,Cylinder,5 seconds,A cylyndrical shaped object traveling from North to South was observed traveling at a great speed. Coloration was green and the object,1/4/19
,12/18/18 22:30,St. Augustine,FL,Light,15 seconds,A bright white light flashed and then a green light appeared and floated across the sky until it vanished.,1/4/19
,12/18/18 21:00,Beaver dam,WI,Light,,Random light flashing white and red in the sky and not moving. Second night in a row this has been seen. ((anonymous reports)),1/4/19
,12/18/18 19:00,Oak Island,NC,Sphere,25 minutes,"At approximately 7:00p.m, I thought I saw a strange light in the sky over the ocean through my window. I grabbed my glasses and went o",1/4/19
,12/18/18 18:05,Cicero,IN,Cigar,1 minute,Intensive bright oval/cigar light over Cicero Indiana hovered in the before moving disappearing to a pinpoint in seconds.,1/4/19
,12/18/18 16:35,Mountain View,CA,Light,5-7 minutes,Light near moon slowly move away from it,1/4/19
,12/18/18 14:00,Phoenix,AZ,Diamond,3 minutes,Today at Phoenix.,1/4/19
,12/18/18 12:27,Newington,CT,,,MADAR Node 106,1/4/19
,12/18/18 09:00,Kehei,HI,Circle,15 minutes,"Shooting pictures of clouds at work,then I checked my piks when I got home.there inthe middle of the pik and in the cloud trail,a UFO",1/4/19
,12/18/18 06:00,Johns Creek,GA,Circle,1 hour,Very bright light,1/4/19
,12/18/18 05:12,Atco,NJ,Oval,18 minutes,Two oval lighted objects seen in the nite sky were rotating and moving quickly in straight lines then disappeared clear dark nite,1/4/19
,12/17/18 22:00,Redkey,IN,Light,Several hours,"Very bright light in SouthEastern sky. The light moved erratically and was changing colors from red/purple.

The light looks as if it",1/4/19
,12/17/18 21:00,Albuquerque,NM,Other,1 hour,Observation of huge bubble like orbs things around neighbor's house across the way by the Rio grande. ((anonymous report)),1/4/19
,12/17/18 21:00,Hickory,NC,Circle,1 minute,"Orange Glowing and Pulsing Circular Object over Hickory, NC.",1/4/19
,12/17/18 20:00,Conway,SC,Triangle,10 minutes,Lights were kind of multiplying in what looked like a possible triangular pattern; disappeared. ((anonymous reports)),1/4/19
,12/17/18 20:00,Dublin,GA,Triangle,20 minutes,1 light to 3 lights and flickering.,1/4/19
,12/17/18 19:30,Georgetown,SC,Unknown,10 seconds,"5-6 yellowish orange lights moved straight up then curved into diagonal, then slowly turned completely horizontal moving across the sky",1/4/19
,12/17/18 15:00,Tulsa,OK,Unknown,Hovering over the side ro,Driving along hwy 412 you in the sky it had 4 lights one on each side. It just hovered with each light blinking one after another. It w,1/4/19
,12/17/18 12:41,Nazareth,PA,Triangle,Hours,It was very distinguished triangle edges above clouds. Thought it was a cloud but saw other pics of same kind of ship on a website.,3/14/19
,12/17/18 11:45,Chicago,IL,Circle,<10 seconds,Two round silver objects flying behind an airplane,1/4/19
,12/17/18 02:00,Tiverton,RI,Diamond,10 minutes,"Red lights along outer edge, diamond shape. ((anonymous reports))",1/4/19
,12/17/18 01:30,Novato,CA,Unknown,5 minutes,"Loud, typical ufo sound was heard.",1/4/19
,12/16/18 23:45,Jacksonville,FL,Light,4 minutes,"Orange (fire color) obj. very bright. low flying across almost the entire sky from W to E. slow moving, silent ((anonymous rept.))",1/4/19
,12/16/18 20:50,Hesperia,CA,Disk,1 minute,UFO close to Oak hills,1/4/19
,12/16/18 19:15,Forest Park,IL,Light,2 seconds,"I live in. 5th floor condo in Forest Park. It faces east with an excellent view of downtown Chicago, through the floor to ceiling glass",1/4/19
,12/16/18 19:15,Louisville,KY,Sphere,2 minutes,We observed 9 orange spheres traveling south to north over the city. All in the same direction and at different altitudes. Formation,1/4/19
,12/16/18 18:22,Albuquerque,NM,Sphere,3+ hours,((HOAX??))Me and kid saw huge bubble like orbs around us and was moving and glowing. ((anonymous report)),1/4/19
,12/16/18 17:30,Luray,VA,Flash,10 seconds,"3 consecutive flashes over the sky, almost like it was building up and the last one was almost like day time. ((anonymous reports))",1/4/19
,12/16/18 17:15,Sugden,OK,Circle,5 minutes,Large circular bright light.,1/4/19
,12/16/18 17:00,Baldwin City,KS,Cigar,15 minutes,Cluster of unidentifiable objects west of Baldwin City,1/4/19
,12/16/18 03:00,Smithton,PA,Disk,30 seconds,"It was early morning on December 16,2018. My boyfriend and I were driving to get some food from a local restaurant. We were nearing a s",1/4/19
,12/16/18 00:00,Lihue,HI,Cigar,25 minutes,Glowing green light twenty feet from me.,1/4/19
,12/15/18 23:00,Fresno,CA,Sphere,~3 minutes,Whooshing sphere with red lights and a white search light at the bottom.,1/24/19
,12/15/18 20:00,Denvee,CO,Formation,,"4 lights in the sky making shape formations, triangle, square, line. then dissappear , reappear . Countinueing for 5+ mins",1/4/19
,12/15/18 20:00,Albuquerque,NM,Circle,All night,A bunch of orbs and someone glowing. ((anonymous report)),1/4/19
,12/15/18 18:00,Pittsburgh,PA,Light,~7-8 minutes,Me and my parents were driving to my little sisters birthday party in Robinson. I look towards a ups compound/ office building. I see a,1/4/19
,12/15/18 06:00,Lake Villa,IL,Light,20 minutes,"3,4 hovering lights",1/4/19
,12/14/18 23:30,Albuquerque,NM,Light,10 seconds,Silent fast accelerating object above Albuquerque Sunport.,1/24/19
,12/14/18 22:11,Perth (Australia),,Circle,5 seconds,Slow moving object.,12/14/18
,12/14/18 18:00,Makawao,HI,Light,4 minutes,"A round shaped warm yellow glowing light coming from the N side of the island called Paia, heading S toward Haleakala. ((anonymous))",1/4/19
,12/14/18 13:30,Albuquerque,NM,Other,30 minutes,"Around 1-2pm a jet black Angled object about 2500ft altitude, est. 200ft to 400ft long point to tip to point, drifted along West to Eas",1/4/19
,12/14/18 05:05,McPherson,KS,Fireball,Second,"Took my dogs for a walk at 0500, first step off seen a fast half way falling shooting star.",1/4/19
,12/14/18 04:15,Wenatchee,WA,Unknown,Seconds,"Was woken up to a loud swishing sound, and saw a bright light bluish green, with white tail. Was sleeping at my customer, when my truck",1/4/19
,12/14/18 04:00,Chewelah,WA,Teardrop,1-3 seconds,Bluish green teardrop traveling through sky.,1/4/19
,12/14/18 03:15,Centreville,MD,Light,45 minutes,Hovering light in the sky with disappearing lights toward the ground and shadows.,12/14/18
,12/13/18 21:00,Glendale,AZ,Light,10 minutes,"Many Orange Lights Over North Glendale, AZ.",1/24/19
,12/13/18 21:00,Glendale,AZ,Light,10 minutes,"Many Orange Lights Over North Glendale, AZ.",1/4/19
,12/13/18 20:58,Kill Devil Hills,NC,Other,5-10 seconds,"When walking the dog, heard what sounded like a giant bird flapping its wings.",12/14/18
,12/13/18 20:58,Kill Devil Hills,NC,Other,NW,When walking the dog Heard what sounded like a giant bird flapping its wings. At the same time my wife yelled oh and ask what was tha,1/4/19
,12/13/18 19:50,Buckeye,AZ,Light,Still going on,"Amber lights south of Buckeye, AZ, appearing for approximately 3 to 5 minutes",12/14/18
,12/13/18 19:00,Ruidoso,NM,Light,5 minutes,Same object seen two consecutive nights.,1/4/19
,12/13/18 18:25,Tucson,AZ,Light,~5 seconds,Five yellow orange objects low in the west.,12/14/18
,12/13/18 18:25,Twin Falls,ID,Other,25 minutes,"I saw 5 separate bright yellow lights in the western sky that began as one bright light for about 6 seconds, then multiplied to 5 more",1/4/19
,12/13/18 17:00,Barnstaple (UK/England),,Triangle,5 minutes,Triangular shape in the sky with blue lights,12/14/18
,12/13/18 16:00,Mountain Home,ID,Light,2 minutes,1 orange light multiplying into 6 other orange lights,12/14/18
,12/13/18 11:00,Colorado Springs,CO,Sphere,Unknown,Walking near CO Springs and took photos as it was a beautiful day. In one photo I saw a blue orb. ((NUFORC Note: Lens flare. PD)),1/11/19
,12/12/18 21:00,Helena,MT,Circle,10 seconds,Brilliant sphere streams across the sky and then falls out of the sky!,12/14/18
,12/12/18 20:56,Colby,KS,Light,2 hours,Red light in the sky.,12/14/18
,12/12/18 20:00,Arcadia,MO,Circle,Hours,"You can see a movement, but very slight. Hovering with red & blue lights circling it. ((anonymous report))",12/14/18
,12/12/18 18:30,Mt Hermon,,Disk,10 minutes,On my way home from work. Followed by a disc craft down hwy 25 and also onto hwy 38 as I drove. It was a disc making strange maneuvers,2/14/19
,12/12/18 17:30,Caro,MI,Light,2 minutes,I was almost home and noticed this green light well actually is was like a light neon green. I was heading north on Hurds Corner road a,1/4/19
,12/12/18 15:00,Vandalia,MI,Unknown,10 seconds,I was in my garage an I could here a low chirping sound and I went outside I could tell the sound was coming from the sky so I looked u,12/14/18
,12/12/18 14:25,Pleasant Hill,MO,Circle,4 seconds,"I observed a round circular silver metalic object traveling E overhead in the clouds, then race extremely fast. ((anonymous report))",12/14/18
,12/12/18 04:45,Kansas City,MO,Other,0:03,Looked like star trek warp engine double trail. ((anonymous reports)),1/4/19
,12/12/18 01:00,Hillsboro,OR,Unknown,1 hour,About 10 aircraft hovering with lights over Hillsboro OR swaying in all directions. ((anonymous report)),12/14/18
,12/12/18,Lenoir,NC,Light,Ongoing,Bright blinking lights over the Blue Ridge Mountains. Viewed from the village of cedar rock. ((anonymous report)),12/14/18
,12/11/18 22:45,Colorado Springs,CO,Triangle,~30 minutes,"Reddish orange flashing lights in a pattern. Rimmed the triangular, boomerang shape. Would hover in one spot. ((anonymous report))",12/14/18
,12/11/18 19:30,St. George,WV,Disk,10 minutes,UFO disk hovering over my house. ((anonymous report)),12/14/18
,12/11/18 19:15,Vidalia,GA,Other,20 minutes,2 bright ref lights blinking one after the other hovering and changing form. ((anonymous report)),12/14/18
,12/11/18 18:30,Longmont,CO,Light,30 seconds,Flashing blue light hovered over FAA center in Longmont before zipping away. ((anonymous report)),12/14/18
,12/11/18 17:30,Aurora,IL,Sphere,10 minutes,"An a Brightly Sphere was seen around the area flying very slowly, ((anonymous report))",12/14/18
,12/11/18 16:58,Concord,NH,,,MADAR Node 10,1/4/19
,12/11/18 07:00,Bozeman,MT,Circle,2 minutes,"Object in night sky performs incredible maneuver over Bozeman, MT.",12/14/18
,12/10/18 22:00,Beaumont,TX,Light,5 minutes,I was outside a hospital smoking a cigarette.looked up and saw a bright white light that resembled a star except it got dimmer and dimm,12/14/18
,12/10/18 20:47,North Branch,MN,Light,~3 minutes,Large bright reddish light ejecting 8 identical projectiles towards the ground then disappearing.,12/14/18
,12/10/18 20:30,South Amboy,NJ,Light,20 seconds,Bright linear light that quickly disappeared,12/14/18
,12/10/18 17:50,Troy,MO,Teardrop,10:00,"I was walking back from my barn and I always look up up the see if I can see any satellites or the space station. Way up high, star hei",12/14/18
,12/10/18 16:30,Kent,CT,Light,5 minutes,"A sundown UFO sighting. ((NUFORC Note: Possible contrail, reflecting sunlight?? PD))",12/14/18
,12/10/18 15:20,Shorewood,WI,Rectangle,30-60 seconds,"Metallic 3-dimensional rectangular object ""falling/floating"" in sky.",1/4/19
,12/10/18 14:30,Sulphur,LA,Oval,10 seconds,"Oval, shiny object very high in clear sky moving SE to NW. ((anonymous report))",12/14/18
,12/10/18 11:15,New Haven,CT,Oval,5 seconds,"Silver Oval flashed, hovered, and then disappeared. ((anonymous reports))",1/4/19
,12/10/18,Galena,MO,Unknown,All night,I noticed 3 crafts in the sky in Feb.2018. They were all 3 different color lights. Like one was blue green red and yellow white red and,12/14/18
,12/9/18 22:00,Lakeville,MN,Light,1 hour,Witnessed a red/green/blue flashing light hovering in the night sky; moving and dancing around. ((NUFORC Note: Star?? PD)),12/14/18
,12/9/18 21:30,Price,UT,Formation,8 minutes,"Formation of 8 flashing orange lights moving slowly across the southwestern sky, Carbon County, Price, Utah.",12/14/18
,12/9/18 20:00,Wisconsin Rapids,WI,Rectangle,2-3 minutes,"When I was walking out to the barn to check on the animals as I do everynight, I always look up at the sky on clear nights. I never exp",12/14/18
,12/9/18 04:00,Miami,OK,Disk,20 minutes,"I was asleep in bed, then awoke from a loud noise. It sounded like a road crew was in my backyard tearing up asphalt or concrete. I was",1/4/19
,12/9/18 03:00,Shakopee,MN,Light,~1 hour,"Through binoculars I saw a large light that was flashing red, green and blue that was at some distance. ((anonymous report))",1/11/19
,12/9/18 01:00,North Brevard,NC,Light,1 minute,Lights over snow bank.,12/14/18
,12/8/18 23:00,Santa Fe,NM,Light,,There was a flashing sequence of blinking lights from W to E. ((NUFORC Note: Possible military exercise?? PD)),12/14/18
,12/8/18 23:00,Atlanta,GA,Triangle,4 seconds,Triangle shaped lights flying through the sky. ((anonymous report)),12/14/18
,12/8/18 22:30,Santa Fe,NM,Flash,2 minutes,15 flashing lights in a vertical formation traveling in northern sky east to west with two fighter jets flying at them.,12/14/18
,12/8/18 22:00,Hurricane,UT,Formation,~15 minutes,Long line of twinkling lights. 20+ objects. ((NUFORC Note: Possible military exercise? PD)),12/14/18
,12/8/18 21:50,Rachel,NV,Light,15 minutes,UFO Testing Recorded at Groom Lake. ((NUFORC Note: Possible military exercise? PD)),12/14/18
,12/8/18 21:12,Ganado,AZ,Formation,30 seconds,A formation of up to twenty lights was seen by multiple observers and even posted on Facebook.,12/14/18
,12/8/18 20:30,Santa Fe,NM,Formation,10-15 minutes,"Straight-line formation, 20-25 lights going on and off periodically in night sky, accompanied by droning sound, steadily moving west.",12/14/18
,12/8/18 20:20,Lincoln,CA,Changing,15 minutes,Purple/pink disk shape moving around the sky,12/14/18
,12/8/18 20:00,Chester,VA,Rectangle,2 minutes,Large square hovering object spotted over Virginia 12/8/18.,12/14/18
,12/7/18 00:00,Redding,CA,Changing,10 hours,"Huge Multi-light array, pulsating lights, honeycomb array somewhat egg shapped. Looks like a bright star, ((NUFORC Note: Star? PD))",12/14/18
,12/7/18 22:00,Stafford,VA,Light,2-3 hours,"Light balls observed accelerating and stopping, followed by zigzag patterns. ((anonymous report))",12/14/18
,12/7/18 20:52,Scarborough,ME,Sphere,>10 minutes,Saw what looked like a yellow star then the people with me noticed it was moving and it was. ((anonymous report)),12/14/18
,12/7/18 19:30,Greenwood,DE,Triangle,3 minutes,Hovering aircraft with orange lights,12/14/18
